ID,author_year,country,cohort_name,cohort_abbrev,study_design,estimateType,analysis_type,temporality,exposure_characteristic,exposure_dx_class,outcome_characteristic,outcome_dx_class,dx_pair,exposure_modified_label,outcome_modified_label,pair,mood_anx_unadj,mood_anx_adj,bi3_ago_unadj,bi3_ago_adj,bi3_ocd_unadj,bi3_ocd_adj,bi3_gad_unadj,bi3_gad_adj,bi3_pd_unadj,bi3_pd_adj,bi3_pts_unadj,bi3_pts_adj,bi3_so_unadj,bi3_so_adj,bi3_sp_unadj,bi3_sp_adj,bi3_anx_unadj,bi3_anx_adj,dep_ocd_unadj,dep_ocd_adj,dep_gad_unadj,dep_gad_adj,dep_pds_unadj,dep_pds_adj,dep_pts_unadj,dep_pts_adj,dep_so_unadj,dep_so_adj,dep_sp_unadj,dep_sp_adj,dep_anx_unadj,dep_anx_adj,dep_ago_unadj,dep_ago_adj,dys_ago_unadj,dys_ago_adj,dys_ocd_unadj,dys_ocd_adj,dys_gad_unadj,dys_gad_adj,dys_pds_unadj,dys_pds_adj,dys_pts_unadj,dys_pts_adj,dys_so_unadj,dys_so_adj,dys_sp_unadj,dys_sp_adj,dys_anx_unadj,dys_anx_adj,mood_gad_unadj,mood_gad_adj,mood_so_unadj,mood_so_adj,mood_sp_unadj,mood_sp_adj,type1,UnadjRate1,UnadjLowerCI1,UnadjUpperCI1,PValue_Unadjusted,type2,AdjRate1,AdjLowerCI1,AdjUpperCI1,PValue_Adjusted,type3,a,c,b,d
143,"Newman et al, 1996",New Zealand,The Dunedin Multidisciplinary Health and Development Study (DMHDS),DMHDS,prospective cohort,crude estimate,2 X 2 table,period-prevalence,12-month,anxiety disorder,12-month,mood disorder,anxiety disorder-mood disorder,anxiety disorder,mood disorder,anxiety disorder-mood disorder,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,86,93,109,673
144,"Rohde et al, 1991",USA-OADP,The Oregon Adolescent Depression Project (OADP),OADP,prospective cohort,odds ratios,logistic regression,period-prevalence,,anxiety disorder,,mood disorder,anxiety disorder-depression,anxiety disorder,depression,anxiety disorder-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7.88,3.61,17.18,,,,,,,,,,,
144,"Rohde et al, 1991",USA-OADP,The Oregon Adolescent Depression Project (OADP),OADP,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,anxiety disorder-depression,anxiety disorder,depression,anxiety disorder-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.45,3.15,6.29,,,,,,,,,,,
144,"Rohde et al, 1991",USA,,,prospective cohort,odds ratios,logistic regression,period-prevalence,,anxiety disorder,,mood disorder,anxiety disorder-depression,anxiety disorder,depression,anxiety disorder-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,0.28,0.07,1.14,,,,,,,,,,,
144,"Rohde et al, 1991",USA,,,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,anxiety disorder-depression,anxiety disorder,depression,anxiety disorder-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,1.23,0.91,1.64,,,,,,,,,,,
145,"Pirkola et al, 2005",Finland,The Health 2000 Study,The Health 2000 Study,cross-sectional,crude estimate,2 X 2 table,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,depressive disorder-anxiety disorder,mood disorder,anxiety disorder,mood disorder-anxiety disorder,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,84,43,188,5224
146,"Wittchen et al, 2000",Germany,The German Health Interview and Examination Survey (GHS-MHS),GHS-MHS,cross-sectional,crude estimate,2 X 2 table,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDD-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,40,33,344,3764
147,"Kessler et al, 2002",USA,The National Comorbidity Survey (NCS),NCS,cross-sectional,crude estimate,2 X 2 table,period-prevalence,1-month,anxiety disorder,1-month,mood disorder,GAD-MDD,GAD,depression,GAD-depression,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,35,235,53,5554
149,"Katona et al, 1997",UK,The Islington Study,The Islington Study,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,phobic disorder-depression,phobia disorder,depression,phobia disorder-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,23,81,61,535
149,"Katona et al, 1997",UK,The Islington Study,The Islington Study,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,general anxiety-depression,GAD,depression,GAD-depression,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,23,81,10,584
150,"Wittchen et al, 1999",Germany,Early Developmental Stages of Psychopathology (EDSP),EDSP,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,mood disorder-social phobia,mood disorder,social phobia,mood disorder-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,Overall,3.04,2.11,4.37,,,,,,
150,"Wittchen et al, 1999",Germany,Early Developmental Stages of Psychopathology (EDSP),EDSP,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.69,1.82,3.98,,,,,,
150,"Wittchen et al, 1999",Germany,Early Developmental Stages of Psychopathology (EDSP),EDSP,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-social phobia,dysthymia,social phobia,dysthymia-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,Overall,5.03,2.83,8.95,,,,,,
151,"Schneier et al, 1992",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.41,3.27,5.95,,,,,,
151,"Schneier et al, 1992",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,bipolar disorder-social phobia,bipolar disorder,social phobia,bipolar disorder-social phobia,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.09,2.43,6.9,,,,,,
151,"Schneier et al, 1992",USA,The Epidemiologic Catchment Area (ECA),ECA,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-social phobia,dysthymia,social phobia,dysthymia-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,Overall,4.3,3.07,6.02,,,,,,
154,"Ohayon et al, 2000",Canada,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,panic disorder-mood disorder,panic disorder,mood disorder,panic disorder-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,11,65,48,1708
154,"Ohayon et al, 2000",Canada,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,agoraphobia-mood disorder,agoraphobia,mood disorder,agoraphobia-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7,69,33,1723
154,"Ohayon et al, 2000",Canada,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,GAD-mood disorder,GAD,mood disorder,GAD-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Overall,10,66,26,1730
154,"Ohayon et al, 2000",Canada,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,social phobia-mood disorder,social phobia,mood disorder,social phobia-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,Overall,1,75,12,1744
154,"Ohayon et al, 2000",Canada,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,specific phobia-mood disorder,specific phobia,mood disorder,specific phobia-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,Overall,3,73,25,1731
154,"Ohayon et al, 2000",Canada,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,OCD-mood disorder,OCD,mood disorder,OCD-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4,72,7,1749
154,"Ohayon et al, 2000",Canada,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,PTSD-mood disorder,PTSD,mood disorder,PTSD-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,11,65,24,1732
154,"Ohayon et al, 2000",Canada,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,panic disorder-bipolar disorder,panic disorder,bipolar disorder,panic disorder-bipolar disorder,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,10,41,49,1732
154,"Ohayon et al, 2000",Canada,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,agoraphobia-bipolar disorder,agoraphobia,bipolar disorder,agoraphobia-bipolar disorder,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4,47,36,1745
154,"Ohayon et al, 2000",Canada,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,GAD-bipolar disorder,GAD,bipolar disorder,GAD-bipolar disorder,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4,47,32,1749
154,"Ohayon et al, 2000",Canada,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,specific phobia-bipolar disorder,specific phobia,bipolar disorder,specific phobia-bipolar disorder,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5,46,23,1758
154,"Ohayon et al, 2000",Canada,,,cross-sectional,crude estimate,2 X 2 table,period-prevalence,,anxiety disorder,,mood disorder,PTSD-bipolar disorder,PTSD,bipolar disorder,PTSD-bipolar disorder,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7,44,28,1753
156,"Moffitt et al, 2007",New Zealand,The Dunedin Multidisciplinary Health and Development Study (DMHDS),DMHDS,prospective cohort,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDD-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,11.8,7.1,19.9,,,,,,,,,,,
157,"Martin-Merino et al, 2010",Multiple countries,The Health Improvement Network (THIN),THIN,nested case-control,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.31,2.21,2.42,,,,,,
158,"Merikangas et al, 2003",Switzerland,The Zurich Cohort Study,Zurich study,prospective cohort,odds ratios,log-linear model,period-prevalence,12-month,anxiety disorder,12-month,mood disorder,anxiety disorder-depression,anxiety disorder,depression,anxiety disorder-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3,,,0.001,,,,,
159,"Alonso et al, 2004",Multiple countries,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDE-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,33.7,23.2,49.1,,,,,,,,,,,
159,"Alonso et al, 2004",Multiple countries,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDE-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,10.2,6.9,15.1,,,,,,,,,,,
159,"Alonso et al, 2004",Multiple countries,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDE-specific phobia,depression,specific phobia,depression-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,6.2,4.7,8.1,,,,,,,,,,,
159,"Alonso et al, 2004",Multiple countries,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDE-PTSD,depression,PTSD,depression-PTSD,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,20.7,13.8,30.9,,,,,,,,,,,
159,"Alonso et al, 2004",Multiple countries,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDE-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,Overall,25.8,14.8,45,,,,,,,,,,,
159,"Alonso et al, 2004",Multiple countries,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDE-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,29.4,19.9,43.4,,,,,,,,,,,
159,"Alonso et al, 2004",Multiple countries,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-GAD,dysthymia,GAD,dysthymia-GAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Overall,17.6,10.4,29.7,,,,,,,,,,,
159,"Alonso et al, 2004",Multiple countries,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-social phobia,dysthymia,social phobia,dysthymia-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,Overall,5.4,2.6,11.5,,,,,,,,,,,
159,"Alonso et al, 2004",Multiple countries,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-specific phobia,dysthymia,specific phobia,dysthymia-specific phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,Overall,3.5,2.1,5.8,,,,,,,,,,,
159,"Alonso et al, 2004",Multiple countries,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-PTSD,dysthymia,PTSD,dysthymia-PTSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,Overall,18.4,10.6,31.9,,,,,,,,,,,
159,"Alonso et al, 2004",Multiple countries,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-agoraphobia,dysthymia,agoraphobia,dysthymia-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,Overall,29.4,14.1,61.3,,,,,,,,,,,
159,"Alonso et al, 2004",Multiple countries,The European Study of the Epidemiology of Mental Disorders (ESEMeD),ESEMeD,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-panic disorder,dysthymia,panic disorder,dysthymia-panic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,Overall,10,5.5,18.2,,,,,,,,,,,
162,"Schaub & Linden, 2000",Germany,The Berlin Aging Study,The Berlin Aging Study,cross-sectional,odds ratios,logistic regression,period-prevalence,,mood disorder,,anxiety disorder,depression-anxiety disorder,depression,anxiety disorder,depression-anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Overall,2.532,1.8869,3.3979,,,,,,,,,,,
163,"Ruscio et al, 2008",USA,The National Comorbidity Survey Replication (NCS-R),NCS-R,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,social phobia-MDD,social phobia,depression,social phobia-depression,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.6,3.9,5.4,,,,,,
163,"Ruscio et al, 2008",USA,The National Comorbidity Survey Replication (NCS-R),NCS-R,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,social phobia-dysthymia,social phobia,dysthymia,social phobia-dysthymia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,Overall,6.2,5,7.6,,,,,,
163,"Ruscio et al, 2008",USA,The National Comorbidity Survey Replication (NCS-R),NCS-R,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,social phobia-bipolar disorder,social phobia,bipolar disorder,social phobia-bipolar disorder,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4.6,3.5,6,,,,,,
163,"Ruscio et al, 2008",USA,The National Comorbidity Survey Replication (NCS-R),NCS-R,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,social phobia-mood disorder,social phobia,mood disorder,social phobia-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,Overall,4.8,4.1,5.6,,,,,,
164,"Goodwin et al, 2004",Germany,Early Developmental Stages of Psychopathology (EDSP),EDSP,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,panic disorder-mood disorder,panic disorder,mood disorder,panic disorder-mood disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,3.7,2.4,5.6,,,,,,
164,"Goodwin et al, 2004",Germany,Early Developmental Stages of Psychopathology (EDSP),EDSP,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,panic disorder-major depression,panic disorder,depression,panic disorder-depression,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,1.9,1.1,3.2,,,,,,
164,"Goodwin et al, 2004",Germany,Early Developmental Stages of Psychopathology (EDSP),EDSP,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,panic disorder-dysthymia,panic disorder,dysthymia,panic disorder-dysthymia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,Overall,5.2,2.7,10.3,,,,,,
164,"Goodwin et al, 2004",Germany,Early Developmental Stages of Psychopathology (EDSP),EDSP,prospective cohort,odds ratios,logistic regression,lifetime,lifetime,anxiety disorder,lifetime,mood disorder,panic disorder-bipolar II disorder,panic disorder,bipolar II,panic disorder-bipolar disorder,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,5.43,3.07,9.61,,,,,,
165,"Thompson et al, 1989",Canada,The Edmonton Survey,The Edmonton Survey,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,Overall,6.4,,,0.001,,,,,,,,,,
165,"Thompson et al, 1989",Canada,The Edmonton Survey,The Edmonton Survey,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-panic disorder,depression,panic disorder,depression-panic disorder,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,35,,,0.001,,,,,,,,,,
168,"Fleitlich-Bilyk & Goodman, 2004",Brazil,Taubateä study,Taubate study,cross-sectional,odds ratios,logistic regression,period-prevalence,,mood disorder,,anxiety disorder,mood disorder-anxiety disorder,mood disorder,anxiety disorder,mood disorder-anxiety disorder,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,7.7,2.4,25.1,,,,,,
169,"Fehm et al, 2008",Germany,The German Health Interview and Examination Survey (GHS-MHS),GHS-MHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,mood disorder-social phobia,mood disorder,social phobia,mood disorder-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,Overall,19.7,12,32.1,,,,,,,,,,,
169,"Fehm et al, 2008",Germany,The German Health Interview and Examination Survey (GHS-MHS),GHS-MHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,MDD-social phobia,depression,social phobia,depression-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,15.9,10,25.4,,,,,,,,,,,
169,"Fehm et al, 2008",Germany,The German Health Interview and Examination Survey (GHS-MHS),GHS-MHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,dysthymia-social phobia,dysthymia,social phobia,dysthymia-social phobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,Overall,20.2,12.4,32.9,,,,,,,,,,,
169,"Fehm et al, 2008",Germany,The German Health Interview and Examination Survey (GHS-MHS),GHS-MHS,cross-sectional,odds ratios,logistic regression,period-prevalence,12-month,mood disorder,12-month,anxiety disorder,bipolar disorder-social phobia,bipolar disorder,social phobia,bipolar disorder-social phobia,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,12.6,4.1,33.6,,,,,,,,,,,
173,"Essau et al, 1999",Germany,Bremer Jugendstudie (BJS),BJS,cross-sectional,Other,raw data,lifetime,lifetime (mdd and dysthymia),mood disorder,lifetime,anxiety disorder,depressive disorder-panic disorder,mood disorder,panic disorder,mood disorder-panic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,4,1,181,849
174,"Wittchen et al, 1994",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,period-prevalence,1-month,mood disorder,1-month,anxiety disorder,major depression-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,13.86,7.93,24.25,,,,,,,,,,,
174,"Wittchen et al, 1994",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,period-prevalence,1-month,mood disorder,1-month,anxiety disorder,dysthymia-GAD,dysthymia,GAD,dysthymia-GAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Overall,24.78,12.4,49.53,,,,,,,,,,,
174,"Wittchen et al, 1994",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,major depression-GAD,depression,GAD,depression-GAD,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,9.72,6.68,14.12,,,,,,,,,,,
174,"Wittchen et al, 1994",USA,The National Comorbidity Survey (NCS),NCS ,cross-sectional,odds ratios,logistic regression,lifetime,lifetime,mood disorder,lifetime,anxiety disorder,dysthymia-GAD,dysthymia,GAD,dysthymia-GAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Overall,13.52,10.01,14.12,,,,,,,,,,,
176,"Ritchie et al, 2013",France,"The Enque_te de Santeä Psychologique _ Risques, Incidence et Traitement (ESPRIT)",ESPRIT,prospective cohort,crude estimate,2 X 2 table,period-prevalence,1-month ,mood disorder,1-month,anxiety disorder,major depression-agoraphobia,depression,agoraphobia,depression-agoraphobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall,70,134,425,1339
